141(355|{-0.763585,-0.471459,-0.681999},18|{-0.748323,-0.500013,1})     140(18|{-0.748323,-0.500013,1},355|{-0.763585,-0.471459,-0.681999})
309(360|{-0.740691,-0.509312,0.0666129},18|{-0.748323,-0.500013,1})     305(18|{-0.748323,-0.500013,1},360|{-0.740691,-0.509312,0.0666129})
473(25|{-0.344415,-0.831492,1},19|{-0.500013,-0.748323,1})      424(19|{-0.500013,-0.748323,1},25|{-0.344415,-0.831492,1})
85(149|{-0.563735,-0.696027,0.0655462},19|{-0.500013,-0.748323,1})      316(19|{-0.500013,-0.748323,1},149|{-0.563735,-0.696027,0.0655462})
423(177|{-0.500013,-0.748323,-0.136445},19|{-0.500013,-0.748323,1})     81(19|{-0.500013,-0.748323,1},177|{-0.500013,-0.748323,-0.136445})
83(373|{-0.509312,-0.740691,0.0666129},19|{-0.500013,-0.748323,1})      88(19|{-0.500013,-0.748323,1},373|{-0.509312,-0.740691,0.0666129})
87(384|{-0.515674,-0.73547,0.0664882},19|{-0.500013,-0.748323,1})       86(19|{-0.500013,-0.748323,1},384|{-0.515674,-0.73547,0.0664882})
402(22|{-0.980785,-0.19509,1},20|{-0.92388,-0.382683,1})        338(20|{-0.92388,-0.382683,1},22|{-0.980785,-0.19509,1})
117(151|{-0.846253,-0.527912,-0.68004},20|{-0.92388,-0.382683,1})       345(20|{-0.92388,-0.382683,1},151|{-0.846253,-0.527912,-0.68004})
348(167|{-0.83147,-0.55557,-0.151606},20|{-0.92388,-0.382683,1})        344(20|{-0.92388,-0.382683,1},167|{-0.83147,-0.55557,-0.151606})
116(354|{-0.847175,-0.526188,-0.712976},20|{-0.92388,-0.382683,1})      118(20|{-0.92388,-0.382683,1},354|{-0.847175,-0.526188,-0.712976})
347(356|{-0.83622,-0.546683,-0.321395},20|{-0.92388,-0.382683,1})       349(20|{-0.92388,-0.382683,1},356|{-0.83622,-0.546683,-0.321395})
408(22|{-0.980785,-0.19509,1},21|{-0.831492,-0.344415,1})       407(21|{-0.831492,-0.344415,1},22|{-0.980785,-0.19509,1})
388(23|{-0.882707,-0.175581,1},21|{-0.831492,-0.344415,1})      409(21|{-0.831492,-0.344415,1},23|{-0.882707,-0.175581,1})
391(175|{-0.882707,-0.175581,0.145983},21|{-0.831492,-0.344415,1})      389(21|{-0.831492,-0.344415,1},175|{-0.882707,-0.175581,0.145983})
396(361|{-0.871485,-0.212575,0.110853},21|{-0.831492,-0.344415,1})      395(21|{-0.831492,-0.344415,1},361|{-0.871485,-0.212575,0.110853})
